PG.ProteinGroups,PG.Genes,[1] MEP_mBM_500c_40.raw.PG.Quantity,[2] MEP_mBM_500c_41.raw.PG.Quantity,[3] MEP_mBM_500c_42.raw.PG.Quantity,[4] MEP_mBM_500c_43.raw.PG.Quantity
Q99KF1,Tmed9,"1,966,160,546,875","153,776,748,046,875","185,871,953,125","1,784,271,484,375"
Q99KG3;Q99KG3-2;Q99KG3-3,Rbm10,NaN,"216,274,658,203,125","141,530,712,890,625","1,956,572,998,046,870"
Q99KG5;Q99KG5-2;Q99KG5-3,Lsr,"2,696,071,484,375",NaN,NaN,NaN
Q99KI0,Aco2,"26,990,806,640,625","4,666,922,265,625","530,198,203,125","4,849,137,890,625"
Q99KJ8,Dctn2,"3,134,275,146,484,370",NaN,"586,947,265,625","1,668,898,105,621,330"
Q99KK2,Cmas,"554,145,166,015,625","1,597,447,021,484,370","5,674,326,782,226,560",NaN
Q99KK7,Dpp3,"242,228,515,625","112,174,873,046,875","8,204,009,765,625","719,427,685,546,875"
Q99KN9;Q99KN9-2,Clint1,"2,554,193,359,375","99,609,365,234,375","9,369,931,640,625","130,953,857,421,875"
Q99KP6;Q99KP6-2,Prpf19,"771,183,837,890,625","22,004,705,078,125","2,042,480,078,125","26,687,861,328,125"
Q99KQ4,Nampt,"911,882,421,875","1,428,035,546,875","2,753,596,435,546,870","13,151,697,998,046,800"
Q99KR7,Ppif,"3,813,986,511,230,460",NaN,NaN,"284,810,302,734,375"
Q99KV1,Dnajb11,"18,485,914,306,640,600","98,855,859,375",NaN,"1,381,997,802,734,370"
Q99KW9,Itfg1,"149,020,361,328,125",NaN,NaN,NaN
Q99KX1,Mlf2,"10621,5","556,363,984,375","579,668,359,375",NaN
Q99L13,Hibadh,NaN,"11,352,392,578,125","14,184,710,693,359,300","1,055,659,423,828,120"
Q99L27,Gmpr2,"1,462,137,451,171,870","792,051,513,671,875","107,590,625","10,470,931,396,484,300"
Q99L28,Rsl24d1,NaN,"27,929,677,734,375","202,450,048,828,125","3,499,720,703,125"
Q99L45,Eif2s2,"44,713,779,296,875","11,414,025,390,625","9,779,876,953,125","214,244,140,625"
Q99L47,St13,"104,149,521,484,375","3,131,232,421,875","23,532,021,484,375","4,326,032,421,875"
Q99LB6;Q99LB6-2,Mat2b,"3,585,768,310,546,870","99,071,875","88,492,978,515,625","115,188,125"
Q99LC2,Cstf1,"11,382,291,259,765,600","17,407,593,994,140,600","1,344,180,419,921,870","223,696,826,171,875"
Q99LC3,Ndufa10,NaN,"4,305,787,109,375","68,774,736,328,125","3,923,628,662,109,370"
Q99LC5,Etfa,"16,132,349,853,515,600","22,874,501,037,597,600",NaN,NaN
Q99LC8,Eif2b1,"2,112,440,185,546,870",NaN,NaN,NaN
Q99LD4;Q99LD4-2,Gps1,NaN,"8,299,068,359,375","462,645,654,296,875","346,392,626,953,125"
Q99LD8,Ddah2,"15,577,443,359,375",NaN,"6,667,251,586,914,060","297,875"
Q99LE6,Abcf2,"15,222,745,361,328,100","342,201,025,390,625","3,023,210,205,078,120","3,831,521,484,375"
Q99LF4,Rtcb,"21,529,166,015,625","156,555,068,359,375","10,316,666,015,625","17,431,734,375"
Q99LI7,Cstf3,"2,555,500,732,421,870",NaN,NaN,NaN
Q99LJ1,Fuca1,"1,225,014,404,296,870",NaN,"611,845,947,265,625","5,253,704,223,632,810"
Q99LL5,Pwp1,"1,222,545,703,125","3,884,241,943,359,370","16,001,685,791,015,600","1,543,081,298,828,120"
Q99LM2,Cdk5rap3,"13,379,820,251,464,800",NaN,NaN,NaN
Q99LR1,Abhd12,"15,154,222,412,109,300",NaN,NaN,NaN
Q99LS3,Psph,"15,136,326,904,296,800",NaN,NaN,"106,493,603,515,625"
Q99LT0,Dpy30,NaN,"378,248,291,015,625","2,188,392,333,984,370","326,712,890,625"
Q99LX0,Park7,"889,712,265,625","653,005,390,625","5,059,556,640,625","7,092,365,625"
Q99LY9,Ndufs5,NaN,"9,559,774,780,273,430","1,687,353,515,625","15,081,348,876,953,100"
Q99M28;Q99M28-2,Rnps1,"328,668,408,203,125","90,352,890,625","87,189,697,265,625","151,617,763,671,875"
Q99M31;Q99M31-2,Hspa14,NaN,"413,825,146,484,375","470,518,359,375","797,508,447,265,625"
Q99M71,Epdr1,NaN,"87,186,376,953,125","10,420,658,203,125","8,192,677,734,375"
Q99M74,Krt82,"503,291,650,390,625","1,785,246,484,375","11,464,378,125","120,875,166,015,625"
Q99M87;Q99M87-2;Q99M87-3,Dnaja3,NaN,"678,444,091,796,875","956,036,376,953,125","8,120,428,466,796,870"
Q99MD9,Nasp,"706,827,734,375","39,452,109,375","31,266,650,390,625","3,365,115,234,375"
Q99ME9,Gtpbp4,NaN,"22,528,359,375","2,866,320,068,359,370","3,030,790,283,203,120"
Q99MK8,Grk2,"2,683,829,345,703,120","36,799,150,390,625","237,600,390,625","17,300,240,478,515,600"
Q99MN1,Kars,"2,112,153,076,171,870","9,941,181,640,625","6,973,015,625","15,529,693,359,375"
Q99MN9,Pccb,"269,705,908,203,125",NaN,"8,777,532,958,984,370","18,386,494,140,625"
Q99MQ4,Aspn,NaN,NaN,"11,540,484,375","32,359,107,421,875"
Q99MR6;Q99MR6-2;Q99MR6-3;Q99MR6-4,Srrt,NaN,"8,884,447,265,625","85,903,984,375","155,161,943,359,375"
Q99N43,Kremen1,"5,678,184,204,101,560",NaN,"10,260,040,760,040,200",NaN
Q99NB1,Acss1,"2,076,145,263,671,870","773,954,052,734,375","734,073,876,953,125","98,202,587,890,625"
Q99NB9,Sf3b1,"445,027,978,515,625","18,149,833,984,375","161,841,826,171,875","23,129,228,515,625"
Q99NH0;Q99NH0-2;Q99NH0-3,Ankrd17,"12,406,048,583,984,300","1,120,492,431,640,620","386,407,275,390,625","17,582,550,048,828,100"
Q99P31,Hspbp1,"8,455,660,400,390,620","5,466,302,734,375","5,316,986,328,125","728,675,341,796,875"
Q99P58,Rab27b,"8,296,291,015,625","155,241,591,796,875","3,095,449,951,171,870","3,114,471,923,828,120"
Q99P72,Rtn4,NaN,"10,734,025,390,625","714,163,427,734,375","817,059,716,796,875"
Q99P88,Nup155,"3,544,459,228,515,620",NaN,"17,077,667,236,328,100","1,848,203,125"
Q99PG2;Q99PG2-2,Ogfr,NaN,NaN,"478,466,064,453,125",NaN
Q99PL5,Rrbp1,"404,019,765,625","571,518,017,578,125","65,291,259,765,625","39,669,404,296,875"
Q99PM3,Gtf2a1,"101,487,744,140,625","36,658,447,265,625","6,804,556,884,765,620","11,938,134,765,625"
Q99PM9,Uck2,NaN,"87,353,251,953,125","915,997,265,625","150,649,521,484,375"
Q99PP9;Q99PP9-2;Q99PP9-3,Trim16,"2,248,417,724,609,370",NaN,"1,160,230,484,008,780",NaN
Q99PS0,Krt23,"650,892,333,984,375","2,376,027,099,609,370",NaN,NaN
Q99PT1,Arhgdia,"5,487,530,859,375","968,396,953,125","5,654,701,953,125","621,726,796,875"
Q99PV0,Prpf8,"538,952,099,609,375","522,553,857,421,875","680,620,703,125","776,310,888,671,875"
Q9CPP0,Npm3,"111,110,673,828,125","3,831,372,314,453,120","332,724,365,234,375","48,695,341,796,875"
Q9CPQ1,Cox6c,NaN,"1,102,804,296,875","156,045,888,671,875","13,738,279,296,875"
Q9CPQ3,Tomm22,"27,389,919,921,875","119,229,638,671,875","1,127,429,296,875","8,391,490,234,375"
Q9CPQ8,Atp5l,NaN,"99,155,107,421,875","12,871,787,109,375","120,298,486,328,125"
Q9CPR1,Rwdd4,NaN,"1,225,799,072,265,620","1,125,815,859,375","3,368,348,876,953,120"
Q9CPR4,Rpl17,"170,206,484,375","26,870,919,921,875","2,101,554,296,875","4,720,361,328,125"
Q9CPT4,Mydgf,"45,532,060,546,875","86,595,751,953,125","765,147,119,140,625","85,948,603,515,625"
Q9CPU0,Glo1,"4,053,405,078,125","185,566,328,125","153,181,708,984,375","22,060,916,015,625"
Q9CPU2,Ndufb2,NaN,"10,738,870,849,609,300","2,212,736,083,984,370","1,149,465,087,890,620"
Q9CPV4;Q9CPV4-2;Q9CPV4-3,Glod4,"2,928,503,125","18,192,212,890,625","137,709,296,875","152,573,388,671,875"
Q9CPW4,Arpc5,"21,676,193,359,375","23,698,478,515,625","1,369,372,265,625","129,098,681,640,625"
Q9CPY7;Q9CPY7-2,Lap3,"118,659,609,375","17,173,119,140,625","8,777,326,171,875","11,482,177,734,375"
Q9CQ19,Myl9,NaN,"188,648,046,875","487,939,453,125","15,274,462,890,625"
Q9CQ21;Q9DB27;Q9DB27-2,Mcts2;Mcts1;Mcts1,"3,129,059,753,417,960",NaN,NaN,NaN
Q9CQ22,Lamtor1,"7,332,555,541,992,180",NaN,"9,548,244,018,554,680","10,467,579,345,703,100"
Q9CQ49,Ncbp2,"9,220,032,958,984,370","2,396,561,279,296,870","2,273,543,701,171,870","40,646,279,296,875"
Q9CQ60,Pgls,"29,264,587,890,625","32,796,828,125","23,844,646,484,375","30400,25"
Q9CQ62,Decr1,"661,724,609,375","7,234,708,984,375","81,202,607,421,875","105,525,078,125"
Q9CQ65,Mtap,"1,915,293,212,890,620","1,670,347,412,109,370","11,484,820,556,640,600","19,463,511,962,890,600"
Q9CQ69,Uqcrq,NaN,"2,628,543,701,171,870","419,378,515,625","2,564,771,728,515,620"
Q9CQ75,Ndufa2,NaN,"51,585,849,609,375","744,965,625","473,403,759,765,625"
Q9CQ79,Txndc9,NaN,"1,484,086,456,298,820","2,945,148,620,605,460","1,227,138,427,734,370"
Q9CQ80,Vps25,"18,442,935,791,015,600","1,519,943,115,234,370",NaN,"12,111,953,125"
Q9CQ91,Ndufa3,NaN,"2,824,180,419,921,870","315,972,119,140,625","3,136,692,626,953,120"
Q9CQA3,Sdhb,NaN,"140,083,857,421,875","1,515,478,125","148,675,712,890,625"
Q9CQB5,Cisd2,NaN,"3,912,917,175,292,960","28,964,189,453,125","370,957,080,078,125"
Q9CQC6,Bzw1,"5,289,849,609,375","3,965,505,126,953,120","100,871,650,390,625","171,107,734,375"
Q9CQC7,Ndufb4,NaN,"15,901,015,625","31,527,599,609,375","189,791,328,125"
Q9CQC9,Sar1b,"5,738,228,515,625","781,226,220,703,125","776,299,560,546,875","90,863,173,828,125"
Q9CQD1,Rab5a,"2,364,361,328,125","25,065,720,703,125","20,277,775,390,625","90,563,828,125"
Q9CQE8,,NaN,NaN,"2,206,262,451,171,870",NaN
Q9CQF3,Nudt21,"2,168,449,462,890,620","92,669,951,171,875","81,532,392,578,125","11,142,138,671,875"
Q9CQF9,Pcyox1,NaN,"2,272,069,580,078,120","2,925,651,611,328,120","214,434,375"
Q9CQG2;Q9CQG2-2,Mettl16,NaN,NaN,"8,011,326,904,296,870","1,202,365,478,515,620"
Q9CQH3,Ndufb5,NaN,"3,885,661,376,953,120","67,084,609,375","552,612,353,515,625"
Q9CQH7,Btf3l4,"135,917,216,796,875","155,690,224,609,375","685,823,681,640,625","18,255,396,484,375"
Q9CQI3,Gmfb,"18,814,290,771,484,300",NaN,NaN,NaN
Q9CQI6,Cotl1,"373,310,703,125","129,190,283,203,125","617,377,978,515,625","12,542,188,262,939,400"
Q9CQI7,Snrpb2,NaN,"16,251,624,755,859,300","2,185,679,443,359,370","357,605,224,609,375"
Q9CQM5,Txndc17,NaN,"5,815,708,984,375","34,193,671,875","424,777,880,859,375"
Q9CQM9,Glrx3,"1,628,885,625","113,175,576,171,875","3,770,694,580,078,120","19,250,525,390,625"
Q9CQN1,Trap1,"143,419,859,375","19,899,003,125","257,932,890,625","3,500,116,875"
Q9CQQ7,Atp5f1,"2,515,654,296,875","1,387,041,796,875","16,005,345,703,125","144,077,138,671,875"
Q9CQQ8,Lsm7,"1,591,595,947,265,620","15,393,218,994,140,600","11,137,086,181,640,600","19,023,043,212,890,600"
Q9CQR2,Rps21,NaN,"682,751,904,296,875","533,589,404,296,875","758,607,861,328,125"
Q9CQR6,Ppp6c,"9,676,576,538,085,930","276,415,185,546,875","218,103,759,765,625","2,278,328,857,421,870"
Q9CQS2,Nop10,NaN,"648,240,283,203,125","70,143,388,671,875","94,670,380,859,375"
Q9CQS8,Sec61b,"334,649,072,265,625",NaN,"17,191,214,599,609,300","14,383,916,015,625"
Q9CQT1,Mri1,"28,656,982,421,875","84,553,203,125","535,356,884,765,625","9,199,908,203,125"
Q9CQU0,Txndc12,"2,963,421,630,859,370","1,249,875","14,201,226,806,640,600","103,345,947,265,625"
Q9CQV8-2,Ywhab,"31,399,234,375","140,792,125","53,890,609,375","678,488,671,875"
Q9CQW0,Emc6,"452,843,115,234,375",NaN,"9,374,615,478,515,620","7,063,887,329,101,560"
Q9CQW2,Arl8b,"22,485,939,453,125","7,830,181,640,625","516,562,353,515,625","2,881,753,173,828,120"
Q9CQW9,Ifitm3,NaN,"42,037,763,671,875","3,304,266,845,703,120","492,048,095,703,125"
Q9CQX0,Otub2,"6,260,482,788,085,930",NaN,NaN,"15,868,212,890,625"
Q9CQX2,Cyb5b,NaN,"100,505,283,203,125","161,630,546,875","103,222,431,640,625"
Q9CQX8,Mrps36,NaN,"15,430,614,013,671,800","1,829,194,580,078,120","12,267,078,857,421,800"
Q9CQZ1,Hsbp1,NaN,"67,425,361,328,125","532,943,603,515,625","63,425,810,546,875"
Q9CQZ6,Ndufb3,"3,896,440,185,546,870","340,307,958,984,375","7,816,716,796,875","446,645,166,015,625"
Q9CR00,Psmd9,"65,086,875","107,499,697,265,625","2,741,943,115,234,370","762,038,671,875"
Q9CR09,Ufc1,"76,553,896,484,375","3,762,818,115,234,370","2,101,423,828,125","2,068,262,939,453,120"
Q9CR16,Ppid,"787,023,095,703,125","2,614,553,515,625","2,715,580,859,375","351,449,140,625"
Q9CR26,Vta1,"2,654,174,072,265,620","1,289,043,701,171,870","1,157,224,853,515,620",NaN
Q9CR51,Atp6v1g1,"99,135,400,390,625","462,620,703,125","34,767,880,859,375","354,235,888,671,875"
Q9CR57,Rpl14,"14,880,431,640,625","28,404,404,296,875","31,569,158,203,125","5,908,109,375"
Q9CR61,Ndufb7,NaN,NaN,"783,596,728,515,625",NaN
Q9CR67,Tmem33,"759,194,384,765,625","17,972,625,732,421,800","12,878,785,400,390,600","1,611,837,158,203,120"
Q9CR68,Uqcrfs1,"3,209,061,279,296,870","196,964,453,125","24,318,310,546,875","1,811,101,171,875"
Q9CR86,Carhsp1,"15,887,094,116,210,900","12,518,363,189,697,200","31,123,663,330,078,100",NaN
Q9CRB6,Tppp3,"224,290,078,125","2,469,947,509,765,620",NaN,"413,568,408,203,125"
Q9CRB9,Chchd3,"2,623,849,609,375","1,398,744,921,875","8,850,103,515,625","1,051,386,328,125"
Q9CRC8,Lrrc40,"1,484,920,166,015,620",NaN,"6,498,993,530,273,430","106,565,966,796,875"
Q9CRD2,Emc2,"2,581,864,013,671,870","5,027,191,162,109,370",NaN,NaN
Q9CS42;Q9D7G0,Prps2;Prps1,NaN,"2,479,263,916,015,620",NaN,"1,240,433,931,350,700"
Q9CSH3,Dis3,NaN,"7,209,762,573,242,180","4,520,292,663,574,210","758,070,556,640,625"
Q9CSN1,Snw1,NaN,"9,561,509,765,625","759,346,923,828,125","10,461,814,453,125"
Q9CSU0;Q9CSU0-2,Rprd1b,"2,130,085,693,359,370","69,053,525,390,625","396,363,818,359,375","9,150,646,484,375"
Q9CT10,Ranbp3,NaN,"701,407,421,875","604,581,884,765,625","81,103,955,078,125"
Q9CU62,Smc1a,"3,600,301,953,125","699,962,109,375","57,504,658,203,125","82,459,990,234,375"
Q9CUN6,Smurf1,NaN,"466,213,330,078,125","3,227,817,138,671,870","530,384,716,796,875"
Q9CVB6,Arpc2,"10,049,400,390,625","31,656,681,640,625","15,794,666,015,625","19,772,806,640,625"
Q9CW03,Smc3,"768,081,201,171,875","59,541,201,171,875","579,595,556,640,625","8,523,298,828,125"
Q9CW46,Raver1,NaN,"2,432,568,603,515,620","1,351,391,845,703,120","2,264,171,630,859,370"
Q9CWH5,Trmt11,NaN,"9,075,203,704,833,980","2,571,922,119,140,620","8,811,201,171,875"
Q9CWI3,Bccip,NaN,NaN,NaN,"342,852,490,234,375"
Q9CWJ9,Atic,"2,848,518,798,828,120","353,353,203,125","26,512,958,984,375","3,981,333,984,375"
Q9CWK8,Snx2,"33,198,515,625","295,968,359,375",NaN,NaN
Q9CWM4,Pfdn1,"112,878,369,140,625","3369,25","293,022,412,109,375","3,139,400,146,484,370"
Q9CWS0,Ddah1,NaN,"1,129,261,962,890,620","157,011,396,484,375","138,933,837,890,625"
Q9CWU2,Zdhhc13,"3,890,995,849,609,370",NaN,"5,779,668,579,101,560","6,685,792,236,328,120"
Q9CWW6,Pin4,NaN,"37,691,611,328,125","18,741,077,880,859,300","367,037,890,625"
Q9CWX9,Ddx47,NaN,"238,150,537,109,375","432,215,869,140,625","7,868,779,296,875"
Q9CWZ3;Q9CWZ3-2,Rbm8a,NaN,"387,712,265,625","3,428,628,515,625","4,089,978,515,625"
Q9CX00,Ist1,"796,035,009,765,625","13,043,515,625","110,971,240,234,375",NaN
Q9CX56,Psmd8,"799,124,169,921,875","78,443,876,953,125","679,500,634,765,625","806,971,142,578,125"
Q9CX86,Hnrnpa0,"286,566,162,109,375","26,389,447,265,625","2,649,147,265,625","31,510,115,234,375"
Q9CX97,Wdr55,NaN,"3,519,351,501,464,840","3,600,062,561,035,150","870,250,244,140,625"
Q9CXE7,Tmed5,"1,696,886,474,609,370","113,408,447,265,625","278,617,626,953,125","163,710,546,875"
Q9CXF0,Kynu,"2,844,771,240,234,370",NaN,NaN,NaN
Q9CXF4,Tbc1d15,"14,541,212,158,203,100",NaN,"4,153,269,348,144,530","784,471,923,828,125"
Q9CXG3,Ppil4,NaN,"5,669,466,552,734,370","14,093,544,921,875","18,546,195,068,359,300"
Q9CXL3,,NaN,"6,041,519,775,390,620","89,256,103,515,625","1,172,882,080,078,120"
Q9CXT8,Pmpcb,"1,653,740,234,375",NaN,"6,877,166,137,695,310","9,640,189,819,335,930"
Q9CXW3,Cacybp,NaN,"135,605,908,203,125","112,293,466,796,875","186,035,078,125"
Q9CXW4,Rpl11,"1,762,297,265,625","4,190,515,234,375","3,030,919,140,625","5,289,326,171,875"
Q9CXY6,Ilf2,"177,398,046,875","650,491,650,390,625","71,506,572,265,625","108,393,662,109,375"
Q9CXZ1,Ndufs4,NaN,"14,682,633,056,640,600","1,807,461,669,921,870","10,141,381,225,585,900"
Q9CY02,Ahsp,NaN,"459,616,796,875","2,967,890,234,375","3,470,835,546,875"
Q9CY16,Mrps28,NaN,"10,061,177,978,515,600","105,455,908,203,125","10,655,916,748,046,800"
Q9CY21,Bud23,NaN,NaN,"65,581,103,515,625","19,849,345,703,125"
Q9CY27,Tecr,"151,776,220,703,125","17,175,577,392,578,100","2,821,728,515,625","294,282,763,671,875"
Q9CY50,Ssr1,"5,852,466,796,875","108,017,734,375","148,217,939,453,125","16,579,142,578,125"
Q9CY58;Q9CY58-2;Q9CY58-3,Serbp1,"56,360,791,015,625","2,107,541,015,625","8,419,013,671,875","15,559,666,015,625"
Q9CY64,Blvra,"44,668,955,078,125","27,932,189,453,125","1,010,476,171,875","1,642,291,015,625"
Q9CY66;Q9CY66-2;Q9CY66-3,Gar1,"10,241,388,320,922,800","482,408,447,265,625","49,366,611,328,125","65,884,052,734,375"
Q9CY97;Q9CY97-2,Ssu72,NaN,"111,853,857,421,875","10,085,541,381,835,900","14,663,328,857,421,800"
Q9CYH2,Fam213a,"45,864,599,609,375","28,635,283,203,125","4,442,416,076,660,150","2,667,954,406,738,280"
Q9CYH6,Rrs1,NaN,NaN,"9,987,948,608,398,430","940,150,390,625"
Q9CYI4;Q9CYI4-2,Luc7l,NaN,"419,896,484,375","17,032,501,220,703,100","741,084,765,625"
Q9CYL5,Glipr2,"217,095,078,125","50,731,318,359,375","33,116,416,015,625","16,170,247,802,734,300"
Q9CYN2,Spcs2,"315,948,193,359,375","732,331,591,796,875","455,756,591,796,875","47,219,716,796,875"
Q9CYN9,Atp6ap2,"126,593,046,875","122,749,306,640,625","42,664,755,859,375","84,499,462,890,625"
Q9CYR0,Ssbp1,NaN,"2,109,021,240,234,370","300,634,130,859,375","3,053,414,794,921,870"
Q9CYZ2,Tpd52l2,"35,482,998,046,875","90,469,853,515,625","698,581,005,859,375","803,454,638,671,875"
Q9CYZ8;Q9CYZ8-2;Q9D032;Q9D032-2,Ssbp2;Ssbp2;Ssbp3;Ssbp3,NaN,"1,790,432,373,046,870","170,310,302,734,375","261,002,734,375"
Q9CZ04;Q9CZ04-2,Cops7a,"11,520,037,841,796,800","2,096,290,283,203,120","96,410,546,875","19,866,070,556,640,600"
Q9CZ13,Uqcrc1,"220,572,890,625","159,416,044,921,875","120,873,515,625","115,786,533,203,125"
Q9CZ30,Ola1,"1,823,399,609,375","19,383,494,140,625","2,651,885,546,875","2,143,581,640,625"
Q9CZ42;Q9CZ42-2;Q9CZ42-3,Naxd,NaN,"8,743,094,482,421,870","7,753,952,026,367,180","9,294,199,829,101,560"
Q9CZ44;Q9CZ44-3,Nsfl1c,"2,008,600,830,078,120","9,601,470,703,125","671,450,244,140,625","95,462,353,515,625"
Q9CZA6;Q9CZA6-2;Q9CZA6-3;Q9ERR1;Q9ERR1-2,Nde1;Nde1;Nde1;Ndel1;Ndel1,"6,819,889,526,367,180",NaN,NaN,NaN
Q9CZD3,Gars,"788,813,623,046,875","115,646,591,796,875","9,364,416,015,625","128,668,330,078,125"
Q9CZE3,Rab32,NaN,"9,550,885,620,117,180","1,228,528,076,171,870","7,246,650,390,625"
Q9CZH3,Psmg3,NaN,"2,087,507,568,359,370","2,077,105,712,890,620","35,555,732,421,875"
Q9CZL2,Fam241a,NaN,"4,007,168,884,277,340","5,173,860,473,632,810","6,106,961,669,921,870"
Q9CZM2,Rpl15,"23,102,271,484,375","1,775,868,359,375","20,922,015,625","4,305,034,375"
Q9CZS1,Aldh1b1,"18,526,351,318,359,300","10,570,710,897,445,600","8,928,458,984,375","13,603,477,478,027,300"
Q9CZU3,Skiv2l2,"4,061,073,486,328,120","489,718,701,171,875","510,310,107,421,875","791,057,373,046,875"
Q9CZU6,Cs,"711,294,140,625","25,960,568,359,375","2,603,891,796,875","3,659,909,375"
Q9CZW5,Tomm70,"24,246,240,234,375","4,651,818,359,375","62,219,970,703,125","56,900,771,484,375"
Q9CZX0;Q9CZX0-2,Elp3,NaN,NaN,"247,047,900,390,625","55,746,650,390,625"
Q9CZX8,Rps19,"23,966,849,609,375","89,600,546,875","68,721,953,125","1,069,021,875"
Q9CZY3;Q9CZY3-2,Ube2v1,"116,078,095,703,125",NaN,NaN,NaN
Q9D020;Q9D020-1,Nt5c3a,"466,097,314,453,125","8,239,142,578,125","41,008,916,015,625","311,681,005,859,375"
Q9D024;Q9D024-2,Ccdc47,NaN,NaN,"5,054,739,685,058,590","48,156,463,623,046,800"
Q9D051,Pdhb,"687,283,984,375","826,881,640,625","92,061,875","9,416,115,234,375"
Q9D0B0,Srsf9,"2,847,107,666,015,620","2,645,135,986,328,120","2,691,723,876,953,120","35,750,986,328,125"
Q9D0B6;Q9D0B6-2,Pbdc1,"345,205,517,578,125","6,777,791,015,625","5,623,326,171,875","116,186,162,109,375"
Q9D0E1;Q9D0E1-2,Hnrnpm,"1,644,362,890,625","39,049,765,625","3,723,553,125","3,791,162,890,625"
Q9D0F3,Lman1,"26,653,083,984,375","3,016,637,451,171,870","708,489,892,578,125","59,091,630,859,375"
Q9D0F6,Rfc5,NaN,"34,294,267,578,125","41,543,310,546,875","552,495,458,984,375"
Q9D0F9,Pgm1,"15,461,474,609,375","9,185,779,296,875","591,772,509,765,625","15,840,823,974,609,300"
Q9D0I8,Mrto4,NaN,"417,439,453,125","64,963,720,703,125","113,080,986,328,125"
Q9D0I9,Rars,"288,129,736,328,125","7,984,625","695,887,158,203,125","9,877,833,984,375"
Q9D0J4,Arl2,"21,583,505,859,375","15,729,044,189,453,100","110,626,513,671,875","1,555,409,423,828,120"
Q9D0J8,Ptms,"727,537,109,375","3,250,016,845,703,120","1,696,886,962,890,620","46,208,134,765,625"
Q9D0K2,Oxct1,NaN,"18,632,673,828,125","1,144,890,625","160,719,228,515,625"
Q9D0L8;Q9D0L8-2;Q9D0L8-3,Rnmt,NaN,"1,276,470,947,265,620","1,702,658,203,125","2,639,054,931,640,620"
Q9D0M0,Exosc7,NaN,NaN,"14,448,514,404,296,800",NaN
Q9D0M3;Q9D0M3-2,Cyc1,"6,599,208,984,375","248,276,328,125","4,216,783,984,375","22,561,349,609,375"
Q9D0M5,Dynll2,"13,570,619,140,625",NaN,NaN,"20787,75"
Q9D0R2,Tars,"2,679,343,359,375","85,693,701,171,875","135,639,560,546,875","101,497,333,984,375"
Q9D0R4,Ddx56,NaN,NaN,NaN,"9,209,778,442,382,810"
Q9D0S9,Hint2,NaN,"19,713,108,825,683,500","63,548,423,767,089,800",NaN
Q9D0T1,Snu13,"93,776,865,234,375","23,444,013,671,875","24,650,396,484,375","311,234,296,875"
Q9D0W5,Ppil1,NaN,"12,721,466,064,453,100","15,706,409,912,109,300","213,573,291,015,625"
Q9D154,Serpinb1a,"10,961,474,609,375","525,210,625","3,960,052,734,375","23,635,666,015,625"
Q9D172,D10Jhu81e,NaN,"16,672,484,130,859,300","14,498,250,732,421,800","16,386,939,697,265,600"
Q9D1A2,Cndp2,"16,917,712,890,625","24,879,525,390,625","8,914,947,265,625","13,244,146,484,375"
Q9D1B9,Mrpl28,NaN,"205,285,205,078,125","181,542,578,125","1,979,803,466,796,870"
Q9D1C1,Ube2c,NaN,NaN,"306,293,896,484,375","3,238,530,029,296,870"
Q9D1D4,Tmed10,"22,740,583,984,375","21,009,044,921,875","27,210,400,390,625","20,713,478,515,625"
Q9D1E4,Cysrt1,"808,481,201,171,875",NaN,NaN,NaN
Q9D1E6,Tbcb,NaN,NaN,"472,863,232,421,875","759,109,228,515,625"
Q9D1G1,Rab1b,"4,983,653,564,453,120","106,357,001,953,125","39,129,328,125",NaN
Q9D1G5,Lrrc57,"15,991,055,908,203,100",NaN,NaN,NaN
Q9D1J1,Necap2,NaN,"92,442,685,546,875","77,906,591,796,875","1,001,145,703,125"
Q9D1J3,Sarnp,"87,129,189,453,125","94,263,427,734,375","923,447,265,625","1,701,749,609,375"
Q9D1K2,Atp6v1f,NaN,"28,145,556,640,625","30,723,740,234,375","4,026,855,224,609,370"
Q9D1M4,Eef1e1,NaN,"25,486,044,921,875","46,994,482,421,875","477,429,296,875"
Q9D1M7,Fkbp11,"977,930,908,203,125",NaN,"8,189,020,385,742,180","11,181,163,330,078,100"
Q9D1N9,Mrpl21,NaN,NaN,"7,514,943,237,304,680","5,861,181,640,625"
Q9D1P0,Mrpl13,"21,646,158,203,125",NaN,"1,707,552,001,953,120","14,237,838,134,765,600"
Q9D1Q6,Erp44,"57,150,458,984,375","3,741,121,337,890,620","3,204,705,078,125","416,371,484,375"
Q9D1R9,Rpl34,"786,767,041,015,625","3,350,974,609,375","2,987,932,421,875","5,529,346,484,375"
Q9D1X0,Nol3,"19,583,983,154,296,800",NaN,NaN,NaN
Q9D2G2,Dlst,"19,058,646,484,375","2,195,464,453,125","23,279,125","22,153,759,765,625"
Q9D2L5,Cpxm2,"3,765,834,375",NaN,NaN,NaN
Q9D2M8;Q9D2M8-2,Ube2v2,"146,010,830,078,125","379,653,046,875","269,313,828,125","3,059,052,734,375"
Q9D2Q8,S100a14,"1,596,066,162,109,370",NaN,NaN,NaN
Q9D2R6,Coa3,NaN,"18,427,125,244,140,600","3,556,541,259,765,620","204,377,001,953,125"
Q9D2R8,Mrps33,NaN,"6,610,342,407,226,560","14,820,635,986,328,100","1,566,727,294,921,870"
